Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,mileage_num,engine_num,power_num,Brand,Model
Chennai,2009,60000,Petrol,Manual,Third,5,7.88,,19,998,66.1,maruti,a-star
Pune,2011,61000,Petrol,Automatic,Third,5,13.58,,13.9,1799,130.3,honda,civic
Kolkata,2017,5000,Petrol,Manual,First,5,4.36,,22.74,796,47.3,maruti,alto
Pune,2018,24001,Diesel,Automatic,First,5,52.96,,13.6,1999,177,jaguar,xe
Hyderabad,2011,76000,Diesel,Manual,First,5,10.25,,23,1396,90,hyundai,i20
Hyderabad,2014,56000,Petrol,Manual,First,5,11.685,,18.88,999,123.24,ford,ecosport
Mumbai,2016,30000,Petrol,Manual,First,5,7.88,,18.15,1198,82,mahindra,kuv
Hyderabad,2017,44263,Diesel,Manual,First,5,11.12,,24.3,1248,88.5,maruti,vitara
Hyderabad,2011,97899,Diesel,Manual,First,5,7.65,,20,1399,68,ford,figo
Jaipur,2011,157301,Diesel,Manual,Second,5,13.23,,20.54,1598,103.6,volkswagen,vento
Jaipur,2008,135000,Diesel,Manual,First,5,11.685,,17.8,1399,,ford,fiesta
Pune,2016,35000,Petrol,Manual,Second,5,9.26,,14.4,1368,88.8,fiat,avventura
Pune,2009,106000,Petrol,Manual,First,5,13.58,,13.5,1799,130,honda,civic
Kolkata,2016,121590,Diesel,Manual,First,5,33.51,,18,2000,148,honda,cr-v
Delhi,2012,64692,Petrol,Manual,First,5,4.59,,22.5,998,67.04,maruti,wagon
Mumbai,2010,41000,Petrol,Manual,First,5,10.25,,20.36,1197,78.9,hyundai,i10
Coimbatore,2018,25143,Diesel,Automatic,First,5,9.295,,22,1498,108.495,volkswagen,ameo
Ahmedabad,2011,51000,Diesel,Manual,First,5,13.23,,20.54,1598,103.6,volkswagen,vento
Pune,2005,109000,Diesel,Manual,Second,5,10.25,,13.1,1493,82,hyundai,accent
Kochi,2015,69062,Diesel,Manual,First,5,11.685,,22.7,1498,89.84,ford,ecosport
Kochi,2015,34386,Diesel,Automatic,First,5,69.675,,16.36,2179,187.7,jaguar,xf
Delhi,2016,20185,Petrol,Manual,First,5,8.8,,21.4,1197,83.1,maruti,baleno
Hyderabad,2013,41585,Diesel,Manual,First,5,7.45,,24,1120,70,hyundai,grand
Kolkata,2011,24000,Petrol,Manual,First,5,10.25,,21.1,814,55.2,hyundai,eon
Bangalore,2016,40000,Diesel,Automatic,First,5,86.97,,15,2143,204,mercedes-benz,e-class
Bangalore,2012,37000,Diesel,Automatic,First,5,49.49,,,2987,165,mercedes-benz,m-class
Chennai,2015,67630,Diesel,Manual,First,5,11.48,,23,1498,98.96,ford,ecosport
Coimbatore,2016,24192,Petrol,Automatic,First,5,5.87,,23.1,998,67.04,maruti,celerio
Hyderabad,2017,32248,Diesel,Manual,First,5,11.12,,24.3,1248,88.5,maruti,vitara
Mumbai,2013,28000,Diesel,Manual,First,8,11.67,,13,2179,120,mahindra,xylo
Kochi,2018,36471,Petrol,Automatic,First,5,15.93,,14.8,1591,121.3,hyundai,creta
Kochi,2015,69689,Petrol,Manual,First,7,13.58,,17.3,1497,117.3,honda,mobilio
Kochi,2015,69095,Diesel,Automatic,First,7,49.49,,11.3,2987,254.8,mercedes-benz,gl-class
Kolkata,2010,46000,Petrol,Manual,First,5,10.25,,18.5,1197,80,hyundai,i20
Mumbai,2008,65000,Petrol,Automatic,Third,5,49.49,,10.13,3498,364.9,mercedes-benz,s
Chennai,2015,119258,Diesel,Manual,First,5,14.32,,20.64,1498,108.5,volkswagen,vento
Bangalore,2015,38339,Diesel,Automatic,First,5,86.97,,13,2143,201.1,mercedes-benz,e-class
Mumbai,2012,59503,Petrol,Manual,First,5,8.525,,16.78,1496,88.73,toyota,etios
Chennai,2010,93600,Diesel,Manual,Third,5,7.63,,17,1405,71,tata,indica
Coimbatore,2011,58865,Petrol,Manual,First,5,10.15,,14.3,1798,160,volkswagen,passat
Coimbatore,2012,64631,Petrol,Manual,First,5,4.36,,19.7,796,46.3,maruti,alto
Pune,2007,124298,Diesel,Manual,Second,5,25.83,,17,1896,105,skoda,laura
Jaipur,2003,50000,Petrol,Manual,Second,5,5.51,,18.9,998,67.1,maruti,wagon
Kolkata,2013,40001,Diesel,Manual,First,5,11.33,,21.64,1461,84.8,nissan,sunny
Bangalore,2015,62659,Petrol,Manual,First,5,6.62,,19.4,1198,86.8,honda,brio
Kochi,2014,68138,Petrol,Manual,First,5,10.25,,20.36,1197,78.9,hyundai,i10
Mumbai,2014,34000,Diesel,Automatic,First,5,49.49,,15.26,2143,203.2,mercedes-benz,m-class
Mumbai,2013,67000,Petrol,Manual,First,5,13.23,,15.04,1598,103.6,volkswagen,vento
Delhi,2015,64141,Diesel,Manual,First,7,13.58,,24.2,1498,98.6,honda,mobilio
Kolkata,2019,1000,Petrol,Manual,First,5,3.99,,24.7,796,47.3,maruti,alto
Mumbai,2013,42000,Diesel,Automatic,First,5,86.97,,13,2143,201.1,mercedes-benz,e-class
Coimbatore,2009,76677,Petrol,Manual,Third,5,13.58,,16.9,1497,100,honda,city
Kochi,2013,66848,Diesel,Automatic,First,5,53.14,,11.8,2967,246.7,audi,a8
Ahmedabad,2007,78000,Petrol,Manual,First,5,4.55,,,1086,62,hyundai,santro
Delhi,2010,111166,Diesel,Manual,First,5,7.88,,19.3,1248,73.9,maruti,swift
Chennai,2007,76000,Diesel,Manual,First,5,14.255,,18.1,1493,110,hyundai,verna
Coimbatore,2012,94049,Diesel,Automatic,First,5,53.14,,12.8,1968,167.6,audi,q5
Ahmedabad,2014,47000,Diesel,Automatic,First,5,48.18,,17.05,1995,184,bmw,x1
Chennai,2006,140000,Diesel,Manual,Second,5,7.63,,13.5,1405,,tata,indica
Delhi,2015,20047,Petrol,Manual,First,4,7.63,,23.9,624,37.48,tata,nano
Chennai,2017,16000,Diesel,Automatic,First,5,158,,16.77,2993,261.49,bmw,7
Chennai,2012,27000,Petrol,Manual,First,5,6.15,,18.5,1198,86.8,honda,brio
Mumbai,2018,1001,Petrol,Manual,First,5,4.36,,24.7,796,47.3,maruti,alto
Kolkata,2010,89312,Petrol,Manual,First,5,10.25,,17,1197,80,hyundai,i20
Pune,1996,65000,Diesel,Manual,Second,5,11.3,,14.1,1995,,hindustan,motors
Pune,2012,93000,Diesel,Manual,Second,5,15.05,,19.01,1461,108.45,renault,duster
Kolkata,2013,48000,Diesel,Manual,First,5,7.88,,23.4,1248,74,maruti,swift
Coimbatore,2014,64917,Diesel,Manual,First,5,8.95,,28.4,1248,73.75,maruti,dzire
Jaipur,2017,19678,Petrol,Manual,First,5,13.58,,17.8,1497,117.3,honda,city
Kolkata,2014,12000,Diesel,Automatic,First,5,69.675,,14.74,2993,270.9,jaguar,xf
Delhi,2014,41309,Diesel,Automatic,First,5,54.43,,18.88,1995,184,bmw,3
Coimbatore,2018,25038,Diesel,Automatic,First,5,62.07,,21.76,1995,190,bmw,3
Coimbatore,2016,68673,Diesel,Manual,First,5,11.3,,25.44,936,56.3,chevrolet,beat
Coimbatore,2018,26343,Diesel,Automatic,First,5,49.49,,19.27,2143,167.62,mercedes-benz,new
Bangalore,2005,81245,Petrol,Manual,Fourth & Above,8,7.88,,16.8,796,34.2,maruti,omni
Delhi,2012,62100,Diesel,Manual,First,5,9.47,,23.08,1461,63.1,nissan,micra
Pune,2013,104000,Petrol,Manual,First,5,13.23,,15.04,1598,103.6,volkswagen,vento
Coimbatore,2014,114831,Diesel,Automatic,First,5,67.1,,17.68,1968,174.33,audi,a6
Mumbai,2010,46000,Petrol,Manual,First,5,9.075,,14.6,1368,88.7,fiat,linea
Jaipur,2014,80000,Diesel,Manual,First,5,14.255,,22.32,1582,126.32,hyundai,verna
Kolkata,2016,9201,Petrol,Manual,First,5,10.25,,17.19,1197,81.86,hyundai,i20
Kochi,2013,55311,Petrol,Manual,First,5,6.62,,19.4,1198,86.8,honda,brio
Coimbatore,2015,58217,Diesel,Manual,First,7,13.58,,24.5,1498,98.6,honda,mobilio
Delhi,2013,70655,Diesel,Manual,First,7,31.93,,13.5,2477,175.56,mitsubishi,pajero
Kolkata,2015,46000,Petrol,Manual,First,5,10.25,,20.36,1197,78.9,hyundai,i10
Pune,2014,125000,Diesel,Manual,First,5,7.63,,21.02,1248,88.8,tata,manza
Mumbai,2014,59000,Diesel,Manual,First,5,15.05,,19.01,1461,108.45,renault,duster
Mumbai,2013,66000,Diesel,Automatic,Second,5,15.88,,22,1582,126.2,hyundai,verna
Hyderabad,2009,82242,Diesel,Manual,First,5,7.88,,21.1,1248,73.9,maruti,ritz
Hyderabad,2012,107281,Diesel,Manual,First,8,24.01,,12.8,2494,102,toyota,innova
Chennai,2015,196000,Diesel,Manual,Second,10,7.63,,12.2,1948,68,tata,sumo
Ahmedabad,2015,75000,Diesel,Automatic,First,5,43.65,,15.17,1968,181,audi,q3
Kolkata,2011,11791,Petrol,Manual,First,5,9.075,,16.2,1172,68,fiat,grande
Ahmedabad,2013,46000,Petrol,Manual,First,5,21.77,,16.3,1797,147.5,hyundai,elantra
Pune,2011,81000,Diesel,Manual,Second,5,10.15,,22.07,1199,73.9,volkswagen,polo
Coimbatore,2015,46950,Petrol,Manual,First,5,8.23,,17.71,1197,78.8,toyota,etios
Chennai,2017,18000,Petrol,Manual,First,5,7.45,,18.9,1197,82,hyundai,grand
Coimbatore,2016,95942,Diesel,Manual,First,7,18.865,,15.4,2179,120,mahindra,scorpio
Kochi,2016,42925,Petrol,Manual,First,5,11.11,,20.73,1373,91.1,maruti,ciaz
Hyderabad,2014,33750,Petrol,Manual,First,5,7.65,,15.6,1196,70.02,ford,figo
Mumbai,2016,14000,Petrol,Automatic,First,4,42.12,,13.6,1598,181,mini,cooper
Bangalore,2015,29000,Diesel,Manual,First,5,16.06,,19.67,1582,126.2,hyundai,creta
Kochi,2015,67365,Diesel,Manual,First,7,18.865,,15.1,2179,140,mahindra,xuv500
Coimbatore,2014,67791,Diesel,Manual,First,7,18.865,,15.1,2179,140,mahindra,xuv500
Hyderabad,2016,20000,Diesel,Manual,First,6,11.39,,16.55,2498,105,mahindra,thar
Jaipur,2011,90198,Diesel,Manual,Second,5,7.88,,19.3,1248,73.9,maruti,swift
Pune,2010,77000,Petrol,Manual,First,5,10.25,,19.81,1086,68.05,hyundai,i10
Kochi,2017,42520,Petrol,Manual,First,5,11.11,,20.73,1373,91.1,maruti,ciaz
Jaipur,2009,87829,LPG,Manual,First,5,5.51,,17.3,1061,57.5,maruti,wagon
Ahmedabad,2017,21701,Petrol,Automatic,First,5,8.57,,21.4,1197,83.1,maruti,baleno
Coimbatore,2008,86033,Petrol,Manual,First,5,4.36,,19.7,796,46.3,maruti,alto
Mumbai,2015,25000,Petrol,Manual,First,5,8.23,,19.1,1197,81.86,hyundai,xcent
Kolkata,2011,45000,Diesel,Manual,First,5,21.085,,21.43,1364,87.2,toyota,corolla
Coimbatore,2018,22987,Petrol,Manual,First,5,10.15,,16.47,1198,73.9,volkswagen,polo
Jaipur,2009,48725,Petrol,Manual,First,5,10.25,,19.81,1086,68.05,hyundai,i10
Hyderabad,2013,42500,Petrol,Manual,First,5,7.19,,18.9,1197,81.86,hyundai,grand
Mumbai,2014,35000,Petrol,Automatic,First,5,14.255,,17.1,1591,121.4,hyundai,verna
Bangalore,2014,56000,Diesel,Manual,Second,5,11.685,,17.8,1399,68,ford,fiesta
Hyderabad,2014,10000,Diesel,Manual,First,5,7.63,,13.49,2179,138.03,tata,xenon
Mumbai,2010,15669,Petrol,Manual,First,5,4.36,,20.92,998,67.1,maruti,alto
Kochi,2016,55331,Diesel,Automatic,First,5,67.1,,17.68,1968,174.33,audi,a6
Pune,2015,44535,Diesel,Manual,First,5,15.05,,20.46,1461,83.8,renault,duster
Delhi,2012,74000,Diesel,Manual,First,7,11.39,,16.55,2498,105,mahindra,thar
Delhi,2014,77901,Diesel,Manual,First,7,24.01,,12.99,2494,100.6,toyota,innova
Kolkata,2010,58186,Petrol,Manual,First,5,7.88,,17.5,1298,85.8,maruti,swift
Mumbai,2010,30000,Petrol,Manual,First,5,11.3,,14.2,1598,102,chevrolet,aveo
Bangalore,2012,90000,Diesel,Manual,First,5,8.525,,23.59,1364,,toyota,etios
Coimbatore,2018,14730,Petrol,Automatic,First,5,56.98,,13.5,1999,246.74,jaguar,xe
Jaipur,2013,40000,Petrol,Manual,Second,5,4.36,,19.7,796,46.3,maruti,alto
Chennai,2007,88107,Petrol,Manual,Second,5,11.3,,15.26,1150,74.9,chevrolet,aveo
Delhi,2012,53226,Diesel,Manual,Second,5,14.13,,20.64,1498,108.5,volkswagen,vento
Hyderabad,2013,76000,Diesel,Manual,First,5,7.88,,25.2,1248,74,maruti,swift
Hyderabad,2008,200000,Diesel,Manual,Second,8,24.01,,12.8,2494,102,toyota,innova
Hyderabad,2013,73000,Diesel,Automatic,First,5,86.97,,14.21,2143,203,mercedes-benz,e-class
Jaipur,2009,77200,Petrol,Manual,Second,5,10.25,,13.2,1495,94,hyundai,accent
Delhi,2012,67000,Diesel,Automatic,Second,5,53.14,,15.2,1968,140.8,audi,a4
Hyderabad,2005,150000,Diesel,Manual,Second,10,11.3,,14.8,2499,80,chevrolet,tavera
Jaipur,2009,145278,Diesel,Manual,Second,8,11.67,,11.68,2498,112,mahindra,xylo
Chennai,2015,62083,Diesel,Manual,First,5,11.48,,21.19,1396,88.76,hyundai,i20
Pune,2010,61696,Petrol,Manual,First,5,13.58,,13.5,1799,130,honda,civic
Ahmedabad,2017,28000,Diesel,Manual,First,5,11.2,,23,1498,98.96,ford,ecosport
Coimbatore,2013,50142,Diesel,Automatic,First,5,49.49,,14.84,2143,170,mercedes-benz,new
Mumbai,2014,45000,Petrol,Automatic,First,5,33.36,,13.7,1798,157.75,skoda,superb
Pune,2014,97513,Diesel,Manual,First,5,14.22,,21.14,1498,103.52,skoda,rapid
Mumbai,2011,55000,Petrol,Automatic,Second,5,86.97,,12.3,1796,185,mercedes-benz,e-class
Hyderabad,2004,82000,Petrol,Manual,Second,4,7.88,,16.1,796,37,maruti,800
Delhi,2013,71501,Diesel,Manual,First,5,7.88,,22.9,1248,74,maruti,swift
Hyderabad,2017,23000,Diesel,Manual,First,7,14.13,,21.9,1498,98.6,honda,br-v
Kochi,2015,66095,Diesel,Automatic,First,5,67.1,,17.68,1968,174.33,audi,a6
Mumbai,2014,49500,Diesel,Manual,First,7,37.17,,11.5,2982,171,toyota,fortuner
Chennai,2009,90000,Petrol,Manual,First,5,40.62,,13.4,2362,164.7,toyota,camry
Mumbai,2017,25384,Petrol,Manual,First,5,6.41,,20.89,1197,81.8,maruti,ignis
Delhi,2016,27529,Petrol,Manual,Second,5,14.255,,17.01,1591,121.3,hyundai,verna
Kochi,2012,69297,Petrol,Manual,First,5,13.58,,16.8,1497,116.3,honda,city
Hyderabad,2009,66000,Petrol,Manual,First,5,13.58,,17,1497,118,honda,city
Hyderabad,2012,20000,Diesel,Manual,First,5,9.12,,21.03,1461,65,mahindra,verito
Chennai,2015,67000,Diesel,Automatic,First,7,49.49,,11.3,2987,254.8,mercedes-benz,gl-class
Coimbatore,2015,36933,Petrol,Manual,First,5,10.25,,21.1,814,55.2,hyundai,eon
Mumbai,2007,194000,Diesel,Manual,First,8,24.01,,12.99,2494,100.6,toyota,innova
Kolkata,2013,42200,Diesel,Manual,First,7,11.27,,20.77,1248,88.76,maruti,ertiga
Coimbatore,2015,53093,Diesel,Automatic,Second,7,101.96,,12.07,2967,241.4,audi,q7
Pune,2012,88000,Petrol,Manual,Third,5,13.58,,17,1497,118,honda,city
Kochi,2017,42954,Petrol,Manual,First,5,3.91,,24.07,998,67.1,maruti,alto
Chennai,2015,106000,Diesel,Manual,First,5,7.63,,25,1396,69,tata,indica
Kochi,2015,41700,Diesel,Automatic,First,5,67.87,,18.12,1995,190,bmw,5
Coimbatore,2018,34464,Diesel,Automatic,First,5,49.49,,19.27,2143,170,mercedes-benz,new
Ahmedabad,2010,15000,Petrol,Manual,First,5,11.3,,17.8,1199,76.8,chevrolet,beat
Pune,2010,70000,Petrol,Manual,Second,5,7.88,,19,998,67.1,maruti,zen
Hyderabad,2017,119256,Diesel,Manual,First,7,18.865,,16,2179,140,mahindra,xuv500
Coimbatore,2011,50036,Petrol,Manual,First,5,13.58,,17,1497,118,honda,city
Ahmedabad,2013,58000,Diesel,Manual,First,7,24.01,,12.99,2494,100.6,toyota,innova
Pune,2011,75000,Petrol,Manual,First,5,10.25,,18.5,1197,80,hyundai,i20
Hyderabad,2013,53313,Petrol,Manual,First,5,4.36,,20.92,998,67.1,maruti,alto
Kolkata,2015,73000,Diesel,Manual,First,8,24.01,,12.99,2494,100.6,toyota,innova
Kochi,2013,83989,Diesel,Manual,First,5,9.47,,23.08,1461,63.1,nissan,micra
Chennai,2015,86247,Diesel,Manual,First,5,16.06,,19.67,1582,126.2,hyundai,creta
Mumbai,2016,24000,Diesel,Manual,First,8,24.01,,12.99,2494,100.6,toyota,innova
Hyderabad,2010,58000,Diesel,Automatic,First,5,86.97,,14.21,2143,203,mercedes-benz,e-class
Kolkata,2015,33000,Petrol,Manual,First,5,10.25,,18.6,1197,81.83,hyundai,i20
Hyderabad,2005,100000,Petrol,Automatic,First,5,13.58,,11.1,2354,142,honda,accord
Hyderabad,2017,65896,Diesel,Manual,First,7,25.04,,13.68,2393,147.8,toyota,innova
Chennai,2016,120000,Diesel,Manual,First,5,10.25,,22.54,1396,88.73,hyundai,i20
Mumbai,2013,26000,Diesel,Manual,First,5,8.92,,20.8,1461,64.1,mahindra,verito
Chennai,2012,62300,Petrol,Manual,Second,5,5.01,,15.1,1196,73,maruti,eeco
Kochi,2012,77801,Petrol,Manual,First,5,19.01,,14.28,1798,138.03,toyota,corolla
Mumbai,2015,42000,Petrol,Automatic,First,5,21.085,,14.28,1798,138.03,toyota,corolla
Bangalore,2013,35000,Petrol,Automatic,Second,5,34.63,,15.5,1595,120.7,mercedes-benz,a
Kolkata,2016,30134,Diesel,Manual,First,5,10.25,,22.54,1396,88.73,hyundai,i20
Delhi,2012,79038,Petrol,Manual,First,5,13.58,,12.8,2354,177.6,honda,accord
Mumbai,2009,80000,Petrol,Automatic,Second,5,13.58,,11.7,2354,177.6,honda,accord
Hyderabad,2012,75000,Diesel,Manual,First,7,11.01,,15.96,2523,62.1,mahindra,bolero
Bangalore,2010,80000,Diesel,Manual,First,5,7.88,,21.1,1248,73.9,maruti,ritz
Delhi,2014,84419,Petrol,Automatic,First,5,33.36,,13.7,1798,157.75,skoda,superb
Kolkata,2013,70200,Petrol,Manual,First,5,8.54,,18,1198,86.7,honda,amaze
Chennai,2013,98000,Petrol,Manual,Second,5,13.23,,15.04,1598,103.6,volkswagen,vento
Chennai,2016,131503,Diesel,Manual,First,5,7.88,,23.2,1248,73.94,maruti,ritz
Jaipur,2011,54652,Petrol,Manual,First,5,13.58,,17,1497,118,honda,city
Mumbai,2010,92000,Petrol,Manual,Second,5,10.15,,14,1595,102,volkswagen,jetta
Kolkata,2010,44287,Petrol,Manual,First,5,7.65,,15.6,1196,70,ford,figo
Pune,2015,205000,Diesel,Manual,First,7,24.01,,12.99,2494,100.6,toyota,innova
Hyderabad,2015,48000,Petrol,Manual,First,5,9.45,,18.6,1197,81.86,hyundai,elite
Mumbai,2016,18000,Diesel,Manual,First,6,7.88,,25.32,1198,77,mahindra,kuv
Bangalore,2008,31200,Petrol,Automatic,Second,5,375,,10.2,5998,616,bentley,flying
Pune,2009,72000,Petrol,Manual,First,5,13.58,,17,1497,118,honda,city
Mumbai,2009,85000,Petrol,Manual,First,5,10.25,,18.5,1197,80,hyundai,i20
Kolkata,2010,27000,Petrol,Manual,First,5,13.58,,17,1497,118,honda,city
Mumbai,2012,126000,Diesel,Manual,First,7,35.16,,14.24,2755,174.5,toyota,fortuner
Pune,2017,50000,Diesel,Manual,First,5,7.63,,17.88,1405,48.21,tata,indica
Mumbai,2013,58811,Petrol,Manual,Second,5,8.54,,18,1198,86.7,honda,amaze
Pune,2013,52196,Diesel,Manual,First,5,10.15,,22.07,1199,73.9,volkswagen,polo
Coimbatore,2017,45105,Petrol,Manual,First,5,6.78,,19.69,1198,67.04,nissan,micra
Hyderabad,2015,25160,Petrol,Manual,Second,5,7.45,,18.9,1197,82,hyundai,grand
Hyderabad,2017,18000,Petrol,Manual,First,5,7.15,,20.3,1199,84,tata,tigor
Bangalore,2007,74000,Petrol,Manual,First,5,13.58,,11.9,2354,144,honda,accord
Chennai,2009,67700,Diesel,Manual,First,7,11.67,,14,2498,112,mahindra,xylo
Kochi,2015,61062,Diesel,Automatic,First,5,120,,12.39,2179,147.51,land,rover
Kolkata,2016,105000,Diesel,Manual,First,7,24.01,,12.99,2494,100.6,toyota,innova
Pune,2013,155550,Diesel,Manual,First,5,7.63,,25,1396,69.01,tata,indigo
Delhi,2016,66000,Diesel,Manual,First,5,11.12,,24.3,1248,88.5,maruti,vitara
Kochi,2012,93884,Petrol,Manual,Second,5,13.58,,17,1497,118,honda,city
Mumbai,2009,200000,Diesel,Manual,First,5,9.075,,20.4,1248,91.7,fiat,linea
Kolkata,2016,57200,Petrol,Manual,First,5,6.24,,23.84,1199,84,tata,tiago
Hyderabad,2013,93568,Diesel,Manual,First,5,10.15,,22.07,1199,73.9,volkswagen,polo
Kolkata,2014,54000,Petrol,Manual,First,5,5.51,,20.51,998,67.04,maruti,wagon
Bangalore,2016,40571,Diesel,Automatic,First,5,16.06,,17.01,1582,126.2,hyundai,creta
Hyderabad,2015,59000,Diesel,Automatic,First,5,55.61,,18.25,1968,187.74,audi,a4
Coimbatore,2017,17273,Diesel,Automatic,First,5,48.18,,20.68,1995,190,bmw,x1
Mumbai,2011,100077,Diesel,Automatic,Second,7,35.29,,11.4,2953,153.86,ford,endeavour
Kochi,2011,39934,Petrol,Automatic,First,5,10.25,,19.2,1197,80,hyundai,i10
Bangalore,2016,46000,Diesel,Manual,First,5,9.42,,24.3,1248,88.5,maruti,vitara
Coimbatore,2016,30842,Petrol,Manual,First,5,13.58,,17,1497,118,honda,city
Mumbai,2005,65000,Petrol,Automatic,Second,5,49.49,,11.7,1796,178,mercedes-benz,new
Bangalore,2016,70000,Diesel,Manual,First,7,45.67,,11.1,2400,200,volvo,xc90
Chennai,2011,150152,Diesel,Manual,Second,7,37.17,,11.5,2982,171,toyota,fortuner
Coimbatore,2009,67038,Petrol,Automatic,First,5,11.33,,9.1,2349,,nissan,teana
Bangalore,2011,43985,CNG,Manual,First,5,4.55,,11.88,1086,62.1,hyundai,santro
Coimbatore,2014,58598,Diesel,Automatic,First,4,55.07,,11.2,2993,241,bmw,x6
Pune,2016,100000,Diesel,Manual,First,5,7.63,,25,1396,69.01,tata,indigo
Jaipur,2016,35000,Diesel,Automatic,First,5,53.14,,14.16,1968,174.3,audi,q5
Pune,2008,84500,Petrol,Manual,First,5,10.25,,20.36,1197,78.9,hyundai,i10
Kolkata,2018,18006,Petrol,Manual,First,5,8.8,,21.4,1197,83.1,maruti,baleno
Hyderabad,2013,99000,Diesel,Manual,First,5,8.44,,28.4,1248,74,maruti,swift
Delhi,2014,51200,Petrol,Manual,First,5,4.56,,15.1,1196,73,maruti,eeco
Pune,2014,130000,Diesel,Automatic,First,7,24.01,,11,2982,170.3,toyota,land
Ahmedabad,2017,25000,Diesel,Automatic,First,5,29.9,,16.38,1995,182.46,hyundai,tucson
Kochi,2017,32352,Petrol,Manual,First,5,7.12,,21.4,1197,83.1,maruti,baleno
Bangalore,2011,20000,Petrol,Manual,First,5,10.25,,20.36,1197,78.9,hyundai,i10
Bangalore,2013,46000,Diesel,Automatic,Second,5,53.14,,16.55,1968,147.51,audi,a4
Mumbai,2018,12500,Petrol,Automatic,First,5,9.94,,22,1197,81.8,maruti,dzire
Delhi,2011,53138,Diesel,Manual,Third,8,24.01,,12.8,2494,102,toyota,innova
Pune,2013,170000,Diesel,Manual,Second,5,7.88,,23.4,1248,74,maruti,swift
Kolkata,2012,38583,Diesel,Manual,First,5,7.88,,22.9,1248,74,maruti,swift
Hyderabad,2016,26000,Petrol,Automatic,First,5,6.44,,22.5,998,67,maruti,wagon
Coimbatore,2017,22865,Petrol,Manual,First,5,16.06,,15.29,1591,121.3,hyundai,creta
Kolkata,2013,45000,Diesel,Manual,First,5,25.83,,17.5,1896,106,skoda,laura
Kochi,2017,62889,Petrol,Manual,First,5,7.88,,20.4,1197,81.8,maruti,swift
Pune,2013,153000,Petrol,Manual,First,5,7.88,,16.8,796,34.2,maruti,omni
Ahmedabad,2016,67000,Diesel,Manual,First,5,7.67,,28.4,1248,74,maruti,swift
Mumbai,2014,39000,Petrol,Automatic,First,5,8.54,,15.5,1198,86.7,honda,amaze
Chennai,2006,164000,Petrol,Manual,Second,5,21.085,,13.4,1794,125,toyota,corolla
Coimbatore,2018,57178,Diesel,Manual,First,5,7.88,,19.3,1248,73.9,maruti,swift
Delhi,2013,40000,Diesel,Automatic,First,5,67.1,,17.68,1968,174.33,audi,a6
Mumbai,2007,40000,Petrol,Manual,First,5,11.3,,18,995,62,chevrolet,spark
Mumbai,2007,89564,Diesel,Manual,Third,5,14.255,,18.1,1493,110,hyundai,verna
Delhi,2012,66727,Petrol,Manual,First,7,11.27,,16.02,1373,93.7,maruti,ertiga
Mumbai,2013,75000,Diesel,Automatic,Second,5,44.8,,15.73,1968,174.33,audi,q3
Coimbatore,2017,31056,Diesel,Automatic,First,5,11.3,,14.81,1998,163.7,chevrolet,cruze
Pune,2011,61000,Petrol,Manual,First,5,13.23,,15.04,1598,103.6,volkswagen,vento
Kochi,2016,34782,Petrol,Automatic,First,5,8.23,,16.9,1197,82,hyundai,xcent
Coimbatore,2012,31736,Petrol,Manual,First,5,10.25,,20.36,1197,78.9,hyundai,i10
Pune,2014,75000,Diesel,Manual,First,5,16.82,,19.64,1461,108.5,nissan,terrano
Mumbai,2014,15000,Diesel,Manual,First,6,11.39,,16.55,2498,105,mahindra,thar
Coimbatore,2016,38503,Diesel,Manual,First,5,11.685,,22.7,1498,89.84,ford,ecosport
Coimbatore,2017,45353,Diesel,Manual,First,7,15.59,,21.9,1498,98.6,honda,brv
Hyderabad,2015,30000,Diesel,Automatic,First,5,120,,12.7,2179,187.7,land,rover
Pune,2011,69470,Petrol,Manual,Second,5,8.525,,17.6,1496,88.73,toyota,etios
Chennai,2008,63288,Petrol,Automatic,First,5,11.33,,9.1,2349,,nissan,teana
Coimbatore,2017,25087,Petrol,Manual,First,5,10.15,,16.47,1198,74,volkswagen,polo
Hyderabad,2015,134000,Diesel,Manual,First,7,24.01,,12.8,2494,102,toyota,innova
Coimbatore,2015,54955,Diesel,Automatic,Third,5,11.3,,14.81,1998,163.7,chevrolet,cruze
Mumbai,2017,28000,Diesel,Manual,First,5,15.57,,22,1582,126.2,hyundai,verna
Ahmedabad,2015,45250,Diesel,Manual,First,5,8.54,,25.8,1498,98.6,honda,amaze
Kochi,2012,89190,Diesel,Automatic,Second,7,120,,11.4,2993,245.41,land,rover
Coimbatore,2017,48184,Diesel,Manual,First,5,13.58,,26,1498,98.6,honda,city
Kolkata,2015,42125,Diesel,Manual,First,5,7.88,,26.59,1248,74,maruti,swift
Coimbatore,2017,47052,Petrol,Automatic,First,5,9.51,,19.15,1198,75.94,nissan,micra
Mumbai,2011,67000,Petrol,Manual,Second,5,10.25,,20.36,1197,78.9,hyundai,i10
Bangalore,2011,43189,Petrol,Manual,First,5,4.55,,,999,,hyundai,santro
Pune,2015,174889,Diesel,Manual,First,5,7.88,,26.59,1248,74,maruti,swift
Pune,2004,72135,Petrol,Manual,First,5,4.36,,19.7,796,46.3,maruti,alto
Delhi,2017,17660,Diesel,Manual,First,5,11.75,,24.3,1248,88.5,maruti,vitara
