lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
44,Online,2,189.9,2,0,2018-07-09,0,1,Not_Canceled
1,Online,0,103.71,1,1,2018-05-09,1,3,Not_Canceled
39,Offline,0,101.5,2,0,2017-08-14,0,2,Not_Canceled
71,Offline,0,75.0,2,0,2018-11-25,0,2,Not_Canceled
133,Offline,0,86.36,2,1,2018-08-15,0,2,Canceled
69,Online,1,74.8,2,1,2018-11-25,0,2,Not_Canceled
12,Online,1,65.0,1,0,2018-10-12,0,2,Not_Canceled
177,Offline,1,72.25,2,0,2018-06-30,0,3,Not_Canceled
14,Online,1,110.5,1,0,2017-09-30,0,2,Not_Canceled
9,Online,0,104.0,1,0,2018-04-21,1,1,Not_Canceled
90,Offline,0,75.0,2,0,2018-05-10,0,3,Not_Canceled
56,Offline,0,75.0,2,1,2018-11-10,0,3,Not_Canceled
67,Online,0,116.1,2,0,2018-05-13,0,2,Canceled
41,Online,2,145.2,2,2,2018-10-15,0,1,Not_Canceled
191,Offline,0,132.0,2,1,2018-06-03,0,2,Canceled
41,Online,3,151.5,2,0,2018-10-11,0,3,Not_Canceled
291,Offline,0,115.0,2,0,2018-08-19,0,2,Canceled
60,Online,0,204.0,1,1,2018-11-07,0,2,Canceled
12,Online,1,117.04,2,0,2017-10-01,0,2,Not_Canceled
35,Online,0,99.0,2,0,2018-08-31,0,3,Not_Canceled
95,Online,0,132.6,2,2,2018-05-20,0,2,Not_Canceled
34,Online,1,122.45,3,2,2018-10-02,0,0,Not_Canceled
45,Online,0,95.74,1,2,2018-11-01,0,8,Canceled
5,Online,0,100.0,2,2,2017-09-20,0,0,Not_Canceled
55,Online,2,80.24,2,2,2018-12-24,0,3,Not_Canceled
273,Online,0,94.5,2,1,2018-06-24,0,2,Canceled
126,Online,0,89.25,2,2,2018-05-15,0,2,Canceled
191,Offline,0,132.0,2,1,2018-06-03,0,2,Canceled
68,Online,0,0.0,2,0,2017-09-29,0,2,Not_Canceled
1,Online,1,0.0,1,0,2017-09-18,0,1,Not_Canceled
9,Offline,0,48.67,2,1,2018-02-12,0,2,Not_Canceled
335,Offline,0,80.0,1,0,2018-10-13,0,3,Not_Canceled
153,Online,0,111.78,2,2,2018-06-07,0,6,Canceled
55,Online,1,152.1,2,0,2018-09-15,0,1,Not_Canceled
11,Online,0,67.0,1,0,2017-08-18,0,2,Canceled
56,Offline,0,185.0,2,2,2017-09-25,0,2,Not_Canceled
49,Online,0,107.1,2,0,2018-07-01,0,2,Canceled
75,Offline,0,80.75,2,2,2018-06-08,0,4,Not_Canceled
40,Online,2,152.33,3,1,2018-03-24,0,3,Not_Canceled
196,Offline,0,72.25,2,2,2018-08-01,0,5,Not_Canceled
186,Offline,0,112.0,2,2,2018-08-14,0,1,Canceled
97,Online,0,102.3,2,2,2018-04-16,0,1,Not_Canceled
18,Online,0,107.0,2,2,2017-12-06,0,0,Not_Canceled
29,Offline,0,38.67,2,2,2018-02-13,0,1,Not_Canceled
212,Offline,0,78.0,2,2,2018-05-20,0,3,Canceled
85,Online,0,140.4,2,0,2018-05-26,0,2,Canceled
117,Offline,0,80.75,2,1,2018-10-24,0,2,Not_Canceled
140,Online,0,113.9,2,2,2018-07-31,0,3,Canceled
267,Online,1,128.7,3,0,2018-10-26,0,3,Canceled
71,Offline,0,93.6,2,2,2018-07-12,0,6,Canceled
99,Online,0,187.85,2,2,2018-05-19,0,3,Not_Canceled
124,Offline,0,94.5,2,2,2017-08-08,0,1,Canceled
46,Offline,0,60.0,2,1,2018-01-22,0,2,Not_Canceled
27,Online,1,177.0,3,1,2018-06-18,0,1,Not_Canceled
68,Offline,0,60.0,2,2,2017-11-29,0,2,Not_Canceled
36,Online,2,109.0,2,0,2018-10-28,0,2,Not_Canceled
7,Online,1,201.0,2,0,2018-07-29,0,1,Not_Canceled
101,Online,1,101.18,2,0,2018-08-11,0,1,Not_Canceled
87,Online,0,74.15,2,0,2018-04-14,0,1,Canceled
0,Online,0,0.0,2,1,2018-05-02,0,2,Not_Canceled
35,Online,1,175.5,3,1,2018-10-15,0,1,Not_Canceled
77,Offline,0,136.0,2,1,2017-09-25,0,2,Not_Canceled
317,Offline,0,120.0,2,0,2018-09-15,0,2,Canceled
152,Online,2,110.65,3,1,2018-08-05,0,2,Canceled
15,Online,0,136.0,2,1,2018-06-13,0,3,Canceled
24,Online,1,99.33,2,0,2018-05-12,0,3,Not_Canceled
418,Offline,0,107.0,2,1,2018-09-26,0,2,Canceled
146,Online,1,116.45,2,2,2018-07-31,0,3,Not_Canceled
0,Online,0,0.0,1,0,2017-09-17,0,1,Not_Canceled
49,Online,1,101.51,2,2,2018-11-16,0,5,Not_Canceled
6,Online,0,88.2,1,0,2018-04-07,0,1,Not_Canceled
158,Online,0,198.9,2,0,2018-05-25,0,4,Canceled
2,Online,0,65.0,1,2,2018-05-15,0,1,Not_Canceled
40,Online,1,158.4,3,1,2018-10-02,0,0,Not_Canceled
172,Online,2,96.3,2,2,2018-07-03,0,1,Not_Canceled
1,Online,1,99.0,2,0,2018-07-20,0,1,Not_Canceled
74,Offline,0,101.5,2,0,2017-09-18,0,2,Not_Canceled
6,Online,1,65.0,1,0,2018-06-08,0,1,Not_Canceled
118,Offline,0,125.0,1,1,2018-09-18,0,0,Canceled
61,Online,0,121.5,1,1,2018-05-13,0,2,Not_Canceled
138,Offline,0,94.5,2,2,2017-08-22,0,1,Canceled
92,Online,1,93.3,2,0,2018-04-07,0,3,Not_Canceled
8,Online,1,116.78,2,0,2018-08-17,0,3,Not_Canceled
205,Offline,0,90.0,2,2,2018-05-29,0,1,Canceled
57,Online,3,85.5,1,0,2017-10-28,0,2,Not_Canceled
100,Online,0,82.88,2,0,2018-04-26,0,4,Canceled
0,Offline,0,75.0,1,0,2018-03-24,0,1,Not_Canceled
28,Online,0,76.95,1,2,2018-02-05,0,2,Canceled
47,Offline,1,60.0,2,2,2017-11-07,0,2,Not_Canceled
36,Online,0,278.9,2,1,2018-07-27,0,4,Canceled
12,Offline,1,90.0,1,0,2018-06-08,0,1,Not_Canceled
16,Online,1,134.8,2,1,2018-06-27,0,0,Not_Canceled
81,Online,0,134.1,2,1,2018-08-12,0,2,Canceled
304,Offline,0,89.0,2,0,2018-11-03,0,3,Canceled
0,Online,0,145.67,2,0,2018-07-06,0,3,Not_Canceled
5,Online,1,65.0,1,1,2018-09-26,0,0,Not_Canceled
66,Offline,0,75.0,2,1,2017-10-09,0,2,Not_Canceled
54,Online,0,187.85,2,2,2018-04-29,0,4,Canceled
126,Online,0,140.27,3,2,2018-08-01,0,5,Canceled
81,Offline,0,65.0,2,1,2018-03-25,0,2,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
148,Online,1,108.16,2,2,2018-05-29,0,2,Not_Canceled
61,Offline,0,91.0,2,2,2017-10-04,0,0,Not_Canceled
267,Offline,0,95.0,2,1,2018-09-30,0,2,Canceled
12,Online,0,110.0,1,1,2018-09-19,0,3,Canceled
49,Online,2,106.2,2,2,2017-12-05,0,1,Not_Canceled
175,Online,0,112.63,2,0,2018-08-31,0,4,Canceled
63,Offline,0,116.0,2,0,2017-09-04,0,2,Not_Canceled
62,Online,0,152.1,2,1,2018-08-21,0,0,Canceled
4,Online,2,170.0,2,1,2018-09-12,0,1,Not_Canceled
11,Online,1,109.0,2,2,2018-05-07,0,1,Not_Canceled
136,Online,0,76.16,0,1,2018-11-28,0,4,Canceled
141,Online,1,103.5,2,0,2018-07-14,1,3,Not_Canceled
35,Online,0,117.9,2,0,2018-06-30,0,3,Canceled
204,Offline,0,100.0,2,0,2018-05-05,0,3,Canceled
15,Offline,0,87.0,2,2,2018-02-20,0,2,Not_Canceled
6,Online,0,0.0,1,0,2017-12-10,0,1,Not_Canceled
244,Online,1,85.5,2,0,2018-09-03,0,1,Canceled
11,Online,1,0.0,2,0,2017-12-11,0,2,Not_Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
46,Online,1,79.2,2,1,2018-12-16,0,2,Not_Canceled
96,Online,2,178.65,2,1,2018-08-12,0,2,Not_Canceled
26,Online,1,103.76,2,1,2018-10-03,0,3,Not_Canceled
3,Online,2,101.0,2,0,2018-04-21,0,1,Not_Canceled
102,Offline,0,101.5,2,0,2017-10-16,0,2,Canceled
25,Offline,0,85.0,2,2,2018-10-09,0,2,Not_Canceled
4,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
159,Offline,0,144.0,2,1,2018-09-19,0,2,Canceled
3,Online,0,66.0,1,1,2018-02-28,0,2,Not_Canceled
3,Online,1,87.78,2,1,2017-10-05,0,0,Not_Canceled
78,Offline,0,100.0,2,1,2018-03-25,0,2,Canceled
178,Online,1,80.75,2,1,2018-07-06,0,4,Not_Canceled
85,Online,2,72.25,2,1,2018-03-28,0,5,Not_Canceled
122,Online,0,99.45,2,1,2018-05-02,0,3,Not_Canceled
0,Online,0,97.0,1,0,2018-06-23,0,1,Not_Canceled
65,Offline,1,68.0,2,2,2018-12-04,0,2,Not_Canceled
36,Online,1,87.89,2,2,2018-06-19,0,2,Not_Canceled
174,Online,1,119.85,2,2,2018-09-02,0,2,Canceled
186,Offline,0,72.25,2,0,2018-08-16,0,3,Not_Canceled
317,Offline,0,120.0,2,0,2018-09-15,0,2,Canceled
17,Online,1,88.0,2,0,2018-03-09,0,2,Not_Canceled
282,Offline,0,76.67,2,2,2017-10-10,0,1,Not_Canceled
13,Online,0,153.0,2,1,2017-08-24,0,1,Not_Canceled
12,Online,0,111.35,2,1,2018-05-30,0,3,Not_Canceled
2,Online,0,66.0,1,0,2018-01-13,0,2,Not_Canceled
37,Offline,0,71.25,2,1,2017-10-29,0,3,Not_Canceled
122,Offline,0,85.0,2,0,2018-04-15,0,2,Not_Canceled
29,Offline,1,67.5,1,0,2018-11-16,0,3,Not_Canceled
207,Offline,0,161.67,2,1,2018-12-30,0,2,Not_Canceled
145,Online,0,151.2,3,0,2018-08-17,0,2,Not_Canceled
134,Offline,0,65.0,2,2,2017-12-04,0,2,Not_Canceled
84,Online,2,90.9,1,1,2018-04-25,0,2,Not_Canceled
8,Online,0,65.54,2,2,2018-11-27,0,3,Canceled
121,Online,2,181.17,2,2,2018-09-29,0,3,Not_Canceled
265,Online,0,73.95,2,1,2018-12-26,0,3,Canceled
23,Online,1,114.0,1,1,2017-10-11,0,0,Not_Canceled
17,Online,0,97.0,2,1,2018-03-17,0,3,Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
163,Offline,0,100.0,1,2,2018-06-05,0,2,Canceled
64,Online,2,88.4,2,1,2018-11-21,0,4,Not_Canceled
191,Offline,0,132.0,2,1,2018-06-03,0,2,Canceled
6,Online,0,0.0,1,0,2017-12-10,0,2,Not_Canceled
59,Online,1,123.98,2,1,2018-09-05,0,3,Not_Canceled
239,Online,3,101.58,2,2,2018-10-29,0,2,Not_Canceled
14,Online,1,100.0,1,0,2018-11-02,0,1,Not_Canceled
0,Online,0,139.0,1,0,2017-10-20,0,1,Not_Canceled
3,Online,0,110.0,1,1,2018-09-19,0,3,Not_Canceled
8,Online,0,101.0,2,1,2018-04-24,0,0,Canceled
33,Online,1,131.88,1,2,2018-11-06,0,3,Not_Canceled
31,Offline,0,70.0,1,1,2018-09-16,0,2,Not_Canceled
34,Online,0,144.0,2,0,2018-10-05,0,2,Not_Canceled
74,Online,0,74.8,2,1,2018-12-19,0,3,Canceled
54,Online,0,125.1,2,0,2018-08-26,0,1,Canceled
221,Online,0,187.0,2,2,2018-07-02,0,2,Canceled
75,Online,1,140.4,2,0,2018-05-03,0,2,Canceled
22,Online,3,159.0,2,0,2018-09-15,0,1,Not_Canceled
48,Online,2,93.5,2,2,2018-03-20,0,2,Not_Canceled
142,Online,2,94.5,2,0,2018-08-03,0,1,Not_Canceled
69,Online,1,135.9,2,0,2018-05-10,0,1,Not_Canceled
72,Online,1,67.22,2,0,2018-03-31,0,3,Not_Canceled
21,Online,1,169.0,2,0,2018-10-04,0,2,Not_Canceled
37,Online,2,158.4,3,0,2018-10-05,0,2,Not_Canceled
35,Online,1,97.0,2,0,2017-12-26,0,1,Not_Canceled
21,Offline,0,59.5,2,1,2018-11-10,0,3,Not_Canceled
0,Online,0,177.0,2,1,2018-07-11,0,0,Not_Canceled
30,Online,0,81.9,2,0,2018-02-13,0,1,Canceled
192,Online,0,99.45,2,2,2018-07-23,0,3,Canceled
22,Online,0,89.0,1,0,2018-03-16,0,2,Not_Canceled
49,Offline,0,67.32,2,1,2018-03-21,0,3,Not_Canceled
1,Online,1,155.0,1,0,2017-10-20,0,1,Not_Canceled
22,Online,2,149.0,1,0,2018-09-15,0,1,Not_Canceled
86,Offline,0,105.0,2,0,2017-09-24,0,2,Not_Canceled
172,Offline,0,80.75,2,2,2018-10-23,0,3,Not_Canceled
160,Online,0,132.3,2,1,2018-10-03,0,3,Canceled
3,Online,2,130.0,1,0,2018-10-13,0,1,Not_Canceled
152,Offline,0,71.0,1,0,2018-01-20,0,1,Not_Canceled
28,Online,3,146.0,3,1,2018-09-12,0,0,Not_Canceled
15,Offline,1,38.67,2,2,2017-12-05,0,1,Not_Canceled
84,Online,2,125.1,2,2,2018-09-04,0,1,Not_Canceled
91,Offline,0,80.0,2,1,2018-09-30,0,2,Not_Canceled
46,Online,2,163.8,3,1,2018-05-16,0,1,Not_Canceled
71,Online,1,108.0,2,0,2018-10-07,0,1,Not_Canceled
19,Online,1,119.0,2,2,2018-06-26,0,1,Not_Canceled
1,Online,1,137.0,3,1,2018-04-04,0,1,Not_Canceled
24,Online,1,139.0,2,1,2018-07-23,0,1,Not_Canceled
1,Offline,0,100.8,2,0,2017-10-14,0,2,Not_Canceled
13,Online,1,75.0,2,0,2017-08-07,0,1,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
10,Online,2,161.0,3,0,2017-09-24,0,1,Not_Canceled
105,Offline,0,75.0,2,0,2018-04-06,0,1,Canceled
76,Online,3,127.38,0,0,2018-09-21,0,3,Not_Canceled
2,Online,1,126.0,2,0,2017-09-30,0,2,Not_Canceled
0,Online,1,0.0,1,1,2017-10-12,0,1,Not_Canceled
41,Online,1,107.1,2,1,2018-04-04,0,1,Canceled
317,Offline,0,120.0,2,0,2018-09-15,0,2,Canceled
7,Online,2,141.95,3,2,2018-05-29,0,3,Not_Canceled
166,Offline,0,72.25,2,1,2018-08-02,0,5,Canceled
1,Offline,0,60.0,1,2,2018-02-28,0,1,Canceled
17,Online,1,121.75,2,2,2017-10-02,0,2,Not_Canceled
239,Offline,0,112.2,2,0,2018-06-15,0,2,Canceled
178,Online,0,88.77,0,1,2018-08-27,0,1,Canceled
4,Online,0,135.0,1,2,2018-04-10,0,2,Canceled
1,Offline,0,60.0,1,2,2018-02-28,0,1,Canceled
55,Online,2,122.4,3,1,2018-09-07,0,4,Not_Canceled
150,Online,2,65.83,2,0,2018-03-17,0,3,Not_Canceled
58,Offline,1,80.67,1,0,2018-01-27,0,3,Not_Canceled
113,Online,0,151.2,3,2,2018-10-09,0,3,Not_Canceled
99,Online,0,118.8,2,2,2018-10-08,0,2,Canceled
5,Offline,2,75.0,2,1,2018-07-04,0,2,Not_Canceled
3,Offline,0,95.0,2,1,2018-06-20,0,3,Not_Canceled
44,Online,0,121.61,2,2,2018-04-30,0,2,Not_Canceled
0,Online,0,114.0,2,1,2018-03-28,1,4,Not_Canceled
131,Offline,0,94.5,2,2,2017-08-15,0,1,Canceled
88,Online,0,116.1,2,1,2018-06-10,0,2,Canceled
69,Offline,0,68.0,2,2,2018-11-13,0,1,Not_Canceled
75,Online,1,151.2,3,1,2018-10-08,0,1,Not_Canceled
97,Online,0,102.3,2,2,2018-04-16,0,1,Not_Canceled
169,Offline,0,63.5,1,2,2018-04-22,0,2,Not_Canceled
9,Online,2,153.0,2,2,2018-08-14,0,0,Not_Canceled
91,Online,0,134.1,2,2,2018-08-21,0,0,Not_Canceled
1,Online,0,0.0,1,0,2017-10-22,0,0,Not_Canceled
257,Offline,0,101.5,2,0,2017-07-01,0,2,Canceled
0,Offline,1,115.0,1,1,2018-05-23,0,0,Not_Canceled
27,Offline,0,120.0,2,0,2018-06-09,0,1,Not_Canceled
115,Online,1,90.9,2,0,2018-10-26,0,1,Not_Canceled
50,Online,0,90.9,2,0,2018-04-01,0,1,Not_Canceled
12,Online,1,89.0,2,1,2018-01-15,0,2,Not_Canceled
308,Offline,0,52.0,2,0,2018-11-25,0,2,Canceled
115,Offline,0,75.0,1,2,2018-02-27,0,3,Not_Canceled
80,Online,1,114.9,1,0,2018-12-27,0,3,Not_Canceled
14,Online,0,95.04,2,1,2017-10-05,0,2,Not_Canceled
141,Online,0,135.45,3,1,2018-08-22,0,3,Not_Canceled
157,Offline,0,68.0,2,0,2018-12-08,0,3,Not_Canceled
56,Offline,0,75.0,2,1,2018-11-14,0,2,Not_Canceled
1,Offline,1,116.0,2,1,2017-10-10,0,1,Not_Canceled
127,Online,2,139.95,3,0,2018-07-27,0,4,Not_Canceled
3,Online,0,100.0,2,1,2018-08-22,0,1,Not_Canceled
9,Online,1,123.2,2,0,2018-11-10,0,3,Not_Canceled
7,Online,1,0.0,1,0,2018-05-31,0,1,Not_Canceled
174,Online,3,90.9,2,0,2018-11-01,0,3,Not_Canceled
51,Online,0,69.11,2,1,2017-10-12,0,3,Not_Canceled
206,Online,0,132.77,2,2,2018-09-23,0,3,Canceled
151,Offline,0,80.0,1,0,2018-01-19,0,3,Not_Canceled
9,Online,3,168.0,2,0,2018-09-08,1,1,Not_Canceled
43,Online,1,92.4,2,2,2018-11-12,0,1,Not_Canceled
14,Online,0,105.0,2,0,2018-07-21,0,2,Not_Canceled
124,Online,3,146.03,1,2,2018-11-06,0,2,Not_Canceled
5,Online,2,201.0,2,1,2018-04-22,0,2,Not_Canceled
10,Offline,0,99.0,1,2,2018-11-06,0,3,Not_Canceled
27,Online,1,139.0,2,1,2018-08-22,0,2,Canceled
33,Offline,0,85.5,2,1,2018-09-10,0,1,Not_Canceled
57,Online,1,78.69,2,2,2017-10-10,0,1,Not_Canceled
50,Offline,1,52.0,2,0,2018-01-14,0,3,Not_Canceled
36,Offline,0,60.0,2,0,2017-11-03,0,5,Not_Canceled
221,Offline,0,90.0,3,2,2017-10-17,0,1,Not_Canceled
213,Online,0,80.75,2,1,2018-08-08,0,3,Canceled
5,Online,3,120.0,2,1,2018-11-21,0,0,Not_Canceled
0,Offline,0,64.0,1,0,2018-01-14,0,1,Not_Canceled
130,Online,2,104.4,1,2,2018-10-29,0,1,Not_Canceled
192,Offline,0,102.0,2,2,2017-09-25,0,3,Canceled
150,Online,0,120.82,2,2,2018-07-07,0,5,Canceled
60,Online,1,101.99,2,1,2018-09-05,0,5,Not_Canceled
276,Online,0,81.43,2,1,2018-12-28,0,4,Canceled
105,Offline,0,110.0,2,1,2017-10-12,0,2,Canceled
103,Online,1,76.5,2,1,2017-08-08,0,1,Not_Canceled
241,Online,1,75.92,2,2,2018-10-30,0,3,Not_Canceled
277,Offline,1,89.14,2,2,2018-09-05,0,5,Not_Canceled
60,Offline,0,60.0,1,1,2017-10-12,0,3,Not_Canceled
30,Online,5,96.3,2,0,2017-10-14,0,3,Not_Canceled
0,Online,3,107.0,2,0,2018-10-19,1,4,Not_Canceled
2,Online,2,211.0,2,1,2018-04-30,0,1,Not_Canceled
4,Online,0,90.33,2,1,2017-12-25,0,2,Not_Canceled
53,Online,2,137.7,3,1,2018-07-18,0,1,Not_Canceled
4,Online,0,66.0,1,2,2018-02-14,0,1,Not_Canceled
125,Online,0,113.41,2,2,2018-07-22,0,5,Canceled
168,Offline,0,85.0,2,1,2018-04-22,0,2,Canceled
263,Offline,0,67.0,2,1,2017-09-21,0,0,Not_Canceled
71,Offline,0,120.0,1,0,2018-06-14,0,3,Not_Canceled
19,Offline,0,80.0,1,0,2017-10-06,0,3,Not_Canceled
204,Online,0,99.45,2,1,2018-08-08,0,3,Canceled
33,Online,0,64.0,2,1,2018-01-25,0,3,Not_Canceled
274,Online,2,107.0,2,0,2018-08-09,0,3,Canceled
20,Online,0,65.0,1,2,2017-10-11,0,1,Not_Canceled
0,Online,2,155.0,2,0,2017-09-15,0,1,Not_Canceled
46,Online,1,117.9,2,1,2018-07-04,0,2,Not_Canceled
35,Online,3,136.62,3,0,2018-04-19,0,5,Not_Canceled
48,Online,2,142.2,3,0,2018-09-02,0,1,Not_Canceled
0,Online,1,96.6,2,1,2018-08-20,0,1,Not_Canceled
157,Online,2,114.3,2,1,2018-05-23,0,2,Canceled
49,Online,3,109.8,2,2,2018-09-04,0,0,Not_Canceled
106,Online,0,108.3,2,0,2018-05-03,0,3,Canceled
5,Online,2,98.62,2,3,2017-08-18,0,10,Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
195,Online,0,80.75,2,1,2018-07-25,0,3,Canceled
151,Offline,0,80.0,1,0,2018-01-19,0,3,Not_Canceled
110,Offline,0,94.5,2,2,2017-07-25,0,1,Canceled
186,Online,2,164.25,2,2,2018-08-01,0,5,Canceled
271,Offline,0,87.3,2,2,2018-12-03,0,1,Not_Canceled
168,Offline,0,85.0,2,1,2018-04-22,0,2,Canceled
0,Online,1,0.0,2,0,2017-10-02,0,1,Not_Canceled
84,Online,0,126.9,2,1,2018-05-16,0,2,Canceled
96,Offline,0,94.5,2,2,2017-07-11,0,1,Not_Canceled
1,Offline,0,98.1,1,0,2017-09-30,0,2,Not_Canceled
28,Offline,0,90.51,2,2,2017-09-03,0,5,Not_Canceled
97,Online,0,135.9,2,2,2018-09-09,0,5,Canceled
13,Online,0,177.0,3,0,2018-06-10,0,1,Not_Canceled
41,Offline,0,118.0,2,0,2017-12-31,0,3,Not_Canceled
3,Online,0,66.0,1,0,2018-01-21,0,1,Not_Canceled
189,Online,1,99.45,2,2,2018-08-06,0,5,Canceled
67,Online,0,85.5,2,2,2018-04-03,0,1,Canceled
107,Online,1,76.69,2,2,2018-12-21,0,5,Not_Canceled
88,Online,1,90.0,2,0,2018-10-07,0,2,Not_Canceled
181,Online,1,99.45,2,2,2018-08-11,0,3,Canceled
4,Online,0,127.0,2,1,2018-03-11,0,2,Canceled
65,Online,1,125.1,2,0,2018-09-27,0,3,Not_Canceled
186,Online,1,130.05,3,1,2018-08-15,0,4,Canceled
6,Online,0,109.65,1,0,2018-11-10,0,1,Not_Canceled
32,Online,2,197.7,2,2,2018-09-24,0,1,Not_Canceled
101,Online,0,114.3,2,2,2018-07-04,0,5,Canceled
1,Online,0,6.0,1,0,2017-08-05,0,1,Not_Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
118,Online,1,137.7,3,0,2018-07-20,0,1,Not_Canceled
54,Online,1,75.95,2,1,2018-02-08,0,4,Not_Canceled
1,Offline,0,75.0,2,0,2017-09-22,0,3,Not_Canceled
163,Offline,0,100.0,1,2,2018-06-05,0,2,Canceled
25,Online,1,118.15,2,2,2017-09-19,0,4,Not_Canceled
45,Online,0,168.3,3,2,2018-05-01,0,0,Canceled
19,Online,0,69.0,2,2,2017-12-05,0,1,Not_Canceled
38,Online,1,168.3,3,0,2018-03-25,0,2,Not_Canceled
71,Offline,0,120.0,1,0,2018-06-14,0,3,Not_Canceled
47,Online,1,74.8,2,2,2018-11-20,0,5,Canceled
69,Offline,0,120.0,1,2,2018-06-12,0,4,Canceled
60,Online,0,63.75,1,2,2018-03-05,0,6,Canceled
39,Offline,0,109.0,2,0,2017-08-14,0,2,Not_Canceled
95,Online,0,77.35,2,2,2018-04-15,0,3,Canceled
15,Online,1,129.0,2,2,2018-08-20,0,2,Canceled
13,Online,1,87.78,1,2,2017-09-20,0,0,Not_Canceled
162,Online,0,80.75,2,2,2018-08-27,0,2,Canceled
181,Online,1,72.75,2,2,2018-08-06,0,5,Not_Canceled
146,Offline,0,85.0,2,0,2017-12-29,0,3,Not_Canceled
8,Online,0,85.0,1,1,2018-02-15,0,2,Canceled
237,Online,0,89.25,2,1,2017-09-14,0,2,Canceled
34,Online,0,152.1,2,2,2018-08-13,0,1,Not_Canceled
129,Online,1,80.5,2,2,2018-08-04,0,3,Not_Canceled
136,Offline,0,80.75,2,2,2018-09-04,0,2,Not_Canceled
41,Online,0,117.6,2,0,2018-03-24,0,3,Not_Canceled
176,Offline,0,116.1,1,0,2018-09-08,0,3,Canceled
118,Offline,0,110.0,1,1,2018-06-06,0,2,Not_Canceled
3,Online,0,79.0,1,1,2018-12-05,0,2,Not_Canceled
4,Offline,0,63.8,1,1,2018-01-25,0,3,Not_Canceled
11,Online,0,91.5,2,0,2018-12-02,0,2,Not_Canceled
12,Offline,0,72.0,2,1,2017-10-04,0,0,Not_Canceled
22,Online,1,118.58,3,0,2018-11-17,0,3,Not_Canceled
243,Offline,0,80.75,2,2,2018-09-27,0,6,Not_Canceled
0,Online,1,73.9,1,0,2018-01-06,0,1,Not_Canceled
26,Online,0,142.0,2,0,2018-04-15,0,2,Canceled
29,Online,2,154.93,3,2,2018-09-25,0,1,Not_Canceled
55,Online,1,84.8,2,0,2018-03-01,0,2,Not_Canceled
270,Offline,0,80.0,2,0,2018-04-20,0,4,Not_Canceled
277,Offline,1,89.14,2,2,2018-09-05,0,5,Not_Canceled
31,Online,2,124.25,0,2,2018-09-16,0,2,Not_Canceled
0,Online,0,85.0,1,0,2018-01-19,0,1,Not_Canceled
51,Online,1,90.9,2,0,2018-03-15,1,3,Not_Canceled
8,Online,1,159.33,2,0,2018-06-29,0,3,Canceled
36,Online,2,99.0,2,0,2018-09-01,0,2,Not_Canceled
62,Offline,0,95.88,2,2,2018-05-21,0,1,Canceled
58,Online,0,127.0,2,0,2017-12-30,0,2,Not_Canceled
47,Online,1,81.5,2,1,2018-02-26,1,2,Not_Canceled
41,Online,0,113.0,1,0,2018-10-26,0,2,Not_Canceled
77,Online,0,94.5,2,2,2018-07-23,0,4,Canceled
37,Online,2,145.8,2,1,2017-09-21,0,3,Not_Canceled
95,Offline,1,58.0,2,1,2018-03-11,0,2,Not_Canceled
15,Online,0,79.0,2,0,2018-02-12,0,2,Canceled
3,Online,0,65.0,1,1,2018-06-06,1,0,Not_Canceled
42,Online,4,121.33,2,1,2018-11-11,0,2,Not_Canceled
11,Online,1,0.0,2,0,2017-12-11,0,2,Not_Canceled
4,Online,1,80.3,2,0,2018-01-12,0,3,Not_Canceled
71,Online,0,90.0,1,0,2017-09-09,0,3,Not_Canceled
163,Offline,0,110.0,2,0,2018-09-08,0,3,Canceled
3,Online,1,80.1,2,2,2018-01-16,0,2,Not_Canceled
106,Online,1,76.5,2,2,2017-08-13,0,7,Not_Canceled
386,Offline,0,90.0,1,2,2018-10-23,0,0,Not_Canceled
98,Online,1,106.2,2,0,2018-11-02,0,4,Not_Canceled
245,Offline,0,75.0,2,0,2018-06-17,0,2,Canceled
90,Online,1,130.5,2,0,2018-07-05,0,3,Not_Canceled
30,Online,0,139.28,2,1,2018-10-03,0,3,Canceled
29,Offline,0,75.0,2,0,2017-10-20,0,3,Not_Canceled
0,Online,1,155.0,2,1,2017-09-21,0,3,Not_Canceled
2,Online,0,66.0,1,0,2018-01-14,0,1,Not_Canceled
21,Online,1,93.0,2,2,2018-02-13,0,4,Not_Canceled
0,Online,1,114.0,2,0,2017-10-13,0,1,Not_Canceled
93,Online,0,143.23,3,1,2018-06-20,0,3,Canceled
145,Offline,0,94.5,2,2,2017-08-29,0,1,Canceled
52,Online,1,78.3,2,0,2018-02-26,0,2,Canceled
0,Online,0,128.0,1,0,2017-08-18,0,1,Not_Canceled
144,Online,2,149.4,2,0,2018-09-01,0,3,Not_Canceled
